Gn;SiO2;Al2O3;Fe2O3;CaO;SO3;K2O;Na2O;Dansite;s.CaO;C3S;C2S;C3A;C4AF;Alk Eq.;Toplam Alkali;Blaine;1 Gn;2 Gn;7 Gn;28 Gn
26.11.2025;21,26;5,59;3,50;66,65;0,85;0,61;0,09;1256;0,99;60,73;15,16;8,90;10,65;0,49;0,75;3098;16,30;26,10;39,40;
27.11.2025;21,21;5,64;3,56;66,60;0,86;0,60;0,09;1224;0,66;61,80;14,21;8,93;10,83;0,48;0,74;3093;16,20;25,50;39,30;
28.11.2025;21,33;5,69;3,45;66,43;0,95;0,60;0,09;1288;0,77;59,32;16,43;9,25;10,50;0,48;0,74;3045;15,40;24,90;39,50;
29.11.2025;21,19;5,80;3,53;66,53;0,85;0,58;0,08;1216;0,99;59,32;16,02;9,40;10,74;0,46;0,70;2986;14,70;23,60;37,00;
30.11.2025;21,14;5,88;3,51;66,45;0,88;0,59;0,08;1248;0,88;59,23;15,95;9,65;10,68;0,47;0,71;3018;15,20;23,90;37,30;
01.12.2025;21,31;5,79;3,46;66,42;0,85;0,60;0,09;1221;0,99;58,13;17,27;9,50;10,53;0,48;0,74;3001;14,10;23,80;36,80;
02.12.2025;21,39;5,76;3,46;66,34;0,86;0,61;0,09;1238;0,66;58,71;17,06;9,42;10,53;0,49;0,75;3075;15,70;25,50;39,30;
03.12.2025;21,56;5,68;3,53;66,12;0,87;0,61;0,10;1250;0,55;57,38;18,55;9,09;10,74;0,50;0,76;3017;13,90;22,20;33,90;
04.12.2025;21,12;5,63;3,46;66,74;0,89;0,59;0,09;1220;0,77;62,73;13,25;9,07;10,53;0,48;0,73;3051;15,60;24,10;37,20;
05.12.2025;21,03;5,55;3,42;67,05;0,82;0,57;0,09;1208;1,21;63,68;12,28;8,93;10,41;0,47;0,71;3093;17,00;24,80;38,50;
06.12.2025;21,30;5,68;3,58;66,47;0,79;0,59;0,09;1213;0,77;60,04;15,79;9,00;10,89;0,48;0,73;3003;13,80;23,30;37,20;
07.12.2025;21,00;5,50;3,49;66,73;0,97;0,64;0,09;1228;0,77;64,21;11,79;8,68;10,62;0,51;0,78;3092;16,80;25,60;39,10;
08.12.2025;21,09;5,59;3,54;66,40;1,00;0,67;0,09;1235;0,66;61,87;13,82;8,83;10,77;0,53;0,81;3008;14,70;22,60;37,20;
09.12.2025;21,25;5,71;3,48;66,05;1,04;0,68;0,12;1249;0,77;57,94;17,23;9,25;10,59;0,57;0,86;3018;14,20;22,70;35,50;
10.12.2025;21,12;5,69;3,56;66,15;1,00;0,67;0,10;1240;0,66;59,92;15,37;9,06;10,83;0,54;0,82;3060;14,90;23,10;36,00;
11.12.2025;21,18;5,63;3,58;66,30;0,99;0,67;0,10;1242;0,88;59,58;15,80;8,87;10,89;0,54;0,82;3029;14,40;22,60;36,40;
12.12.2025;21,22;5,63;3,62;66,40;0,90;0,60;0,11;1222;0,55;61,23;14,67;8,80;11,02;0,50;0,77;3018;14,80;23,20;35,80;
13.12.2025;21,26;5,69;3,73;66,21;0,88;0,62;0,11;1263;0,77;58,75;16,65;8,77;11,35;0,52;0,79;3049;15,20;24,50;37,10;
14.12.2025;21,52;5,63;3,57;66,12;0,88;0,62;0,10;1243;0,66;57,49;18,35;8,89;10,86;0,51;0,77;3073;13,90;22,90;35,90;
15.12.2025;21,49;5,66;3,55;66,23;0,84;0,62;0,09;1230;0,55;58,55;17,46;9,00;10,80;0,50;0,76;2995;14,10;23,80;36,00;
16.12.2025;21,19;5,67;3,51;66,61;0,86;0,60;0,09;1208;0,77;61,42;14,44;9,09;10,68;0,48;0,74;3049;14,60;23,50;37,60;
17.12.2025;21,07;5,74;3,61;66,56;0,87;0,61;0,07;1186;0,87;61,08;14,36;9,11;10,99;0,47;0,72;3020;14,50;24,60;38,10;
18.12.2025;21,04;5,76;3,56;66,57;0,89;0,59;0,09;1217;0,78;61,59;13,88;9,25;10,83;0,48;0,73;3015;14,20;23,60;36,40;
19.12.2025;21,31;5,74;3,56;66,26;0,89;0,60;0,10;1199;0,77;58,45;17,02;9,19;10,83;0,49;0,75;3025;14,60;24,00;37,90;
20.12.2025;21,13;5,66;3,65;66,38;0,94;0,67;0,07;1230;0,56;61,43;14,26;8,83;11,11;0,51;0,78;3063;15,40;25,20;39,90;
21.12.2025;21,31;5,66;3,60;66,25;0,98;0,64;0,07;1212;0,55;59,53;16,21;8,92;10,95;0,49;0,75;3069;14,30;24,60;37,80;
22.12.2025;21,17;5,75;3,53;66,43;0,91;0,64;0,08;1227;0,66;60,58;15,02;9,27;10,74;0,50;0,76;3028;15,50;24,60;37,30;
23.12.2025;20,97;5,72;3,53;66,66;0,91;0,61;0,10;1207;0,89;62,30;13,15;9,19;10,74;0,50;0,76;3054;15,80;25,10;41,60;
24.12.2025;20,94;5,83;3,57;66,51;0,92;0,62;0,09;1258;0,98;60,72;14,25;9,42;10,86;0,50;0,76;3096;16,00;26,30;41,70;
25.12.2025;21,08;5,82;3,50;66,51;0,88;0,59;0,09;1228;0,84;60,51;14,81;9,51;10,65;0,48;0,73;3027;15,10;24,20;;
26.12.2025;21,12;5,85;3,46;66,37;0,94;0,63;0,11;1236;0,86;59,24;15,88;9,66;10,53;0,52;0,80;3032;15,70;25,90;;
27.12.2025;21,19;5,86;3,49;66,33;0,91;0,62;0,10;1260;0,84;58,60;16,57;9,63;10,62;0,51;0,77;3061;15,70;24,60;;
28.12.2025;21,33;5,75;3,48;66,32;0,88;0,64;0,10;1207;0,98;57,77;17,60;9,36;10,59;0,52;0,79;3038;14,90;23,70;;
29.12.2025;21,18;5,65;3,49;66,58;0,88;0,61;0,10;1238;1,12;60,05;15,44;9,07;10,62;0,50;0,76;3085;16,20;25,60;;
30.12.2025;21,09;5,55;3,49;66,79;0,91;0,60;0,11;1219;1,12;62,18;13,58;8,81;10,62;0,50;0,77;3002;15,00;;;
31.12.2025;21,13;5,56;3,54;66,71;0,90;0,60;0,10;1230;0,98;62,01;13,83;8,75;10,77;0,49;0,75;3067;;;;
